Date,Open,High,Low,Close,Adj Close,Volume
10/01/13,85.989998,86.339996,85.779999,86,72.47818,11885100
10/02/13,85.75,86.110001,85.279999,86.080002,72.545616,11841400
10/03/13,86.040001,86.050003,85.339996,85.5,72.056793,13923400
10/04/13,86.309998,86.419998,85.68,86.32,72.747871,11325500
10/07/13,85.57,86.290001,85.269997,85.900002,72.393913,10985800
10/08/13,85.860001,85.949997,85.470001,85.510002,72.065216,15335700
10/09/13,85.349998,85.589996,84.830002,85.160004,71.770256,13575100
10/10/13,85.519997,86.040001,84.790001,86.040001,72.511879,17532400
10/11/13,85.900002,86.949997,85.5,86.949997,73.278801,12661800
10/14/13,86.510002,87.739998,86.510002,87.599998,73.826607,9742100
10/15/13,87.470001,87.580002,86.639999,86.790001,73.143982,12018000
10/16/13,87.480003,87.860001,86.720001,87.309998,73.582207,11668100
10/17/13,87.129997,87.5,87.010002,87.480003,73.725471,10438200
10/18/13,87.690002,87.739998,87.300003,87.550003,73.784454,12425100
10/21/13,87.5,87.650002,86.839996,87.230003,73.514793,10730900
10/22/13,87.290001,88.150002,87.129997,87.980003,74.146866,12710600
10/23/13,87.519997,87.650002,86.949997,87.610001,73.835037,11449100
10/24/13,87.980003,88.730003,87.970001,88.419998,74.517685,12288900
10/25/13,88.230003,88.650002,87.82,87.970001,74.138451,11382000
10/28/13,87.830002,88.459999,87.610001,88.230003,74.357567,9921900
10/29/13,88.449997,89.029999,88.440002,88.93,74.947495,10340000
10/30/13,88.970001,89.480003,88.690002,88.809998,74.846352,14305900
10/31/13,89.449997,90.959999,89.199997,89.620003,75.529007,19185200
11/01/13,89.739998,90.040001,88.269997,89.82,75.697571,19023500
11/04/13,90,92.269997,90,92.099998,77.619064,20591600
11/05/13,91.339996,93.25,91.239998,91.989998,77.526375,21122500
11/06/13,92.419998,93.279999,92.120003,93.220001,78.562965,13464600
11/07/13,92.639999,92.980003,91.760002,91.959999,78.028419,16572100
11/08/13,91.800003,92.82,91.480003,92.730003,78.681755,12330100
11/11/13,92.849998,93.230003,92.5,92.959999,78.876915,7924700
11/12/13,92.669998,93.32,92.5,92.669998,78.630882,10727300
11/13/13,92.220001,92.739998,92.07,92.589996,78.562973,9280000
11/14/13,92.68,93.419998,92.68,93.220001,79.097527,7909200
11/15/13,94.150002,95.290001,94.029999,95.269997,80.836967,18374500
11/18/13,95.980003,96,95.059998,95.449997,80.989677,14243700
11/19/13,95.400002,95.790001,95.160004,95.419998,80.964241,12697300
11/20/13,95.75,95.949997,94.370003,94.68,80.336357,10455400
11/21/13,94.849998,95.389999,94.629997,94.690002,80.344833,9128400
11/22/13,94.959999,95.07,94.290001,95.010002,80.616364,8534700
11/25/13,95.209999,95.75,94.830002,95.089996,80.684235,10515100
11/26/13,94.75,94.809998,94.150002,94.269997,79.988457,11857900
11/27/13,94.360001,94.419998,93.480003,93.800003,79.589676,8828100
11/29/13,93.650002,94.220001,93.300003,93.480003,79.318146,6770500
12/02/13,93.269997,94.040001,92.919998,93.519997,79.352074,9310500
12/03/13,93.599998,94.480003,93.230003,94.389999,80.090271,12599500
12/04/13,94.190002,94.900002,93.919998,94.669998,80.327858,13074000
12/05/13,94.07,94.650002,93.919998,94.129997,79.869652,10586000
12/06/13,94.970001,95.709999,94.589996,95.650002,81.159393,12063400
12/09/13,95.949997,96.25,95.599998,95.839996,81.320602,15516700
12/10/13,95.900002,95.980003,95.389999,95.709999,81.210312,9868100
12/11/13,95.379997,95.540001,94.160004,94.260002,79.979965,12811800
12/12/13,94.5,95.879997,94.279999,95.360001,80.913322,15562600
12/13/13,95.129997,95.919998,94.660004,95.309998,80.870911,10629500
12/16/13,96.279999,98.879997,96.129997,97.220001,82.491562,23226000
12/17/13,97.019997,97.129997,96.029999,96.75,82.092766,14920900
12/18/13,97.43,99.949997,97.010002,99.540001,84.460068,21331300
12/19/13,99.5,99.599998,99,99.43,84.366737,12905900
12/20/13,99.389999,99.599998,98.599998,98.68,83.730354,23331000
12/23/13,99,99.290001,98.389999,98.510002,83.586128,10127600
12/24/13,98.330002,99.440002,98.330002,99.220001,84.188568,4168300
12/26/13,99.419998,101.029999,99.379997,100.900002,85.614052,9531200
12/27/13,101.239998,101.739998,100.989998,101.510002,86.131638,10209000
12/30/13,101.529999,101.550003,100.309998,100.309998,85.113434,9007900
12/31/13,100.489998,101.389999,100.43,101.199997,85.868591,8509600
1/02/14,100.599998,100.760002,99.389999,99.75,84.63826,11028100
1/03/14,99.769997,100.169998,99.139999,99.510002,84.434647,9295600
1/06/14,99.940002,100.139999,98.889999,99.660004,84.561905,11848500
1/07/14,99.610001,101.220001,99.419998,101.07,85.758293,11187000
1/08/14,101.190002,101.190002,100.150002,100.739998,85.478271,11180400
1/09/14,100.199997,100.389999,99.029999,99.760002,84.646736,11674300
1/10/14,99.989998,100.629997,99.120003,100.519997,85.291618,10535400
1/13/14,99.910004,100.099998,98.269997,98.550003,83.620049,12110900
1/14/14,98.800003,99.269997,98.650002,99.120003,84.103714,9265000
1/15/14,99.160004,99.349998,98.629997,98.779999,83.815216,9425500
1/16/14,98.790001,99.040001,98.25,98.940002,83.950974,9421700
1/17/14,99.18,100.339996,98.669998,99.160004,84.13765,15998000
1/21/14,98.57,98.889999,98.040001,98.5,83.577644,13847300
1/22/14,98.879997,98.949997,97.839996,97.879997,83.051559,11642800
1/23/14,97.25,97.389999,96.010002,96.970001,82.279419,15393200
1/24/14,96.18,96.25,94.82,94.849998,80.480576,14584300
1/27/14,95.080002,95.580002,94.75,94.919998,80.539993,12474600
1/28/14,95.349998,95.919998,94.769997,95.650002,81.159393,10773600
1/29/14,94.93,96.199997,94.650002,95.110001,80.701195,13191500
1/30/14,94,94.949997,93.059998,93.989998,79.750885,14628400
1/31/14,92.849998,93.279999,91.699997,92.160004,78.19812,17361400
2/03/14,91.919998,92.309998,89.639999,90.050003,76.407768,20377900
2/04/14,90.370003,90.639999,89.389999,90.019997,76.382324,17414400
2/05/14,90.309998,90.610001,89.379997,89.580002,76.00898,16393600
2/06/14,89.510002,90.18,89.25,89.800003,76.735321,13646100
2/07/14,90.120003,90.629997,89.75,90.580002,77.401825,12573800
2/10/14,90.449997,90.529999,89.360001,89.519997,76.496033,12237700
2/11/14,89.559998,91,89.400002,90.839996,77.623993,13422800
2/12/14,91.010002,91.860001,90.639999,91.080002,77.829109,10752400
2/13/14,90.589996,91.650002,90.400002,91.43,78.128166,9775300
2/14/14,91.809998,94.43,91.599998,94.110001,80.418282,18260400
2/18/14,94.07,94.720001,93.360001,94.07,80.384087,12979300
2/19/14,93.800003,95.290001,93.800003,93.949997,80.28154,12227800
2/20/14,93.849998,95.769997,93.75,95.370003,81.494957,14424300
2/21/14,95.480003,95.580002,94.940002,95.029999,81.20443,11282200
2/24/14,95.610001,97.25,95.410004,96.440002,82.409286,16012500
2/25/14,96.540001,96.970001,95.959999,96.309998,82.29821,10663000
2/26/14,96.559998,96.860001,95.529999,95.790001,81.853836,9087600
2/27/14,95.580002,96.050003,95.160004,95.839996,81.896561,9101200
2/28/14,95.959999,96.830002,95.779999,96.269997,82.264015,12651400
3/03/14,95.760002,96.540001,94.830002,95.5,81.606041,11896700
3/04/14,96.589996,96.860001,95.870003,96.519997,82.477638,12566100
3/05/14,95.199997,95.290001,93.400002,93.800003,80.153389,19829600
3/06/14,93.669998,93.940002,93.269997,93.760002,80.119179,12610400
3/07/14,94.370003,95.059998,93.989998,94.989998,81.170242,12659100
3/10/14,95.150002,95.550003,94.660004,95.5,81.606041,9964500
3/11/14,95.360001,95.589996,93.519997,94.010002,80.332825,12143600
3/12/14,93.639999,94.470001,93.550003,94.209999,80.503708,9705400
3/13/14,94.440002,94.57,93.330002,93.639999,80.016655,9872500
3/14/14,93.580002,94.220001,93.290001,93.470001,79.871384,11723300
3/17/14,93.949997,94.529999,93.75,94.32,80.597717,8676100
3/18/14,94.410004,95.25,94.07,94.709999,80.930969,8757300
3/19/14,94.650002,95.300003,93.129997,93.730003,80.093552,9914700
3/20/14,93.440002,94.739998,93.010002,94.580002,80.819893,10405000
3/21/14,95.099998,95.989998,94.309998,94.309998,80.589165,24479800
3/24/14,94.760002,95.099998,94.480003,94.639999,80.87114,9539800
3/25/14,95.099998,95.82,94.800003,94.910004,81.101875,9796600
3/26/14,95.559998,95.580002,94.410004,94.699997,80.922432,11033300
3/27/14,94.610001,96.5,94.059998,96.239998,82.238365,15427500
3/28/14,96.470001,97.970001,96.470001,97.699997,83.48597,12321800
3/31/14,98.489998,98.849998,97.32,97.68,83.468872,12375200
4/01/14,97.650002,97.93,97.279999,97.730003,83.511597,9475300
4/02/14,97.529999,98.059998,97.18,97.949997,83.6996,9551000
4/03/14,97.830002,98.540001,97.559998,97.93,83.682518,10113000
4/04/14,98.300003,98.709999,97.279999,97.360001,83.19545,12496100
4/07/14,97.25,97.529999,96.75,96.779999,82.699814,10120700
4/08/14,97.010002,97.879997,96.75,97.449997,83.272339,10243000
4/09/14,97.75,97.790001,96.629997,97.330002,83.169792,10463900
4/10/14,96.980003,97.779999,96.239998,96.779999,82.699814,13443400
4/11/14,96.510002,97.440002,96.279999,96.720001,82.648544,13352500
4/14/14,97.489998,98.059998,96.739998,97.860001,83.622688,9610200
4/15/14,97.580002,98.699997,97.07,98.68,84.323387,12961600
4/16/14,99.050003,100.099998,98.970001,99.940002,85.400085,12508100
4/17/14,99.690002,100.970001,99.690002,100.419998,85.810249,15435700
4/21/14,100.029999,100.93,99.889999,100.93,86.246063,8002100
4/22/14,100.529999,100.860001,100.220001,100.370003,85.767509,8212100
4/23/14,100.589996,100.949997,100.330002,100.5,85.878601,8686000
4/24/14,100.480003,100.599998,99.860001,100.010002,85.459885,9057800
4/25/14,99.989998,100.57,99.93,100.410004,85.801697,10391500
4/28/14,100.720001,101.459999,100.309998,101.169998,86.451149,12710800
4/29/14,101.57,102.57,101.230003,101.449997,86.690407,10094600
4/30/14,101.129997,102.410004,100.709999,102.410004,87.510727,13966700
5/01/14,101.959999,102.389999,101.199997,101.410004,86.656204,11161700
5/02/14,101.279999,102.910004,100.980003,102.010002,87.168922,11168100
5/05/14,101.690002,103.129997,101.580002,102.910004,87.937996,7614200
5/06/14,102.599998,103.300003,102.410004,102.669998,87.732903,9669800
5/07/14,103.120003,103.449997,102.790001,103.110001,88.108894,11007400
5/08/14,103.089996,103.290001,102.169998,102.32,87.433815,8922500
5/09/14,101.709999,102.18,101.260002,101.949997,87.709122,8948800
5/12/14,102.330002,102.349998,101.529999,102.230003,87.950005,8830500
5/13/14,102.18,102.709999,101.940002,102.360001,88.061852,7528800
5/14/14,102.360001,102.68,102.110001,102.290001,88.001625,6999200
5/15/14,102,102.419998,100.330002,100.779999,86.702553,13658700
5/16/14,100.589996,101,100.32,100.739998,86.668129,10369200
5/19/14,100.419998,101.110001,100.419998,100.870003,86.779984,5851400
5/20/14,100.690002,101.080002,100.449997,100.669998,86.607918,6134100
5/21/14,100.849998,102.220001,100.720001,102.029999,87.777946,7747900
5/22/14,101.809998,101.970001,101.470001,101.5,87.321991,5304300
5/23/14,101.550003,101.93,101.269997,101.32,87.167122,5410900
5/27/14,101.610001,101.900002,100.93,101.360001,87.20153,8359700
5/28/14,101.230003,102.07,101.050003,101.059998,86.943443,7586700
5/29/14,101.540001,101.650002,101.019997,101.269997,87.124107,6113700
5/30/14,100.800003,101.150002,100.370003,100.529999,86.487473,11499000
6/02/14,100.529999,100.879997,99.669998,99.940002,85.979912,7761300
6/03/14,99.589996,100.690002,99.589996,100.389999,86.367043,9384200
6/04/14,100.209999,100.459999,99.959999,100.040001,86.065903,7148800
6/05/14,100.099998,100.830002,99.959999,100.550003,86.504692,12296100
6/06/14,100.610001,101.629997,100.599998,101.599998,87.408012,9340900
6/09/14,101.449997,101.959999,101.190002,101.519997,87.339188,6404800
6/10/14,101.480003,101.730003,101,101.459999,87.287567,7917500
6/11/14,101.190002,102.330002,101,101.949997,87.709122,10270300
6/12/14,102.459999,102.949997,101.57,101.660004,87.459625,11421000
6/13/14,101.93,102.660004,101.629997,102.650002,88.311356,8240300
6/16/14,102.57,103.25,102.169998,102.919998,88.543625,8977600
6/17/14,102.580002,102.589996,101.449997,102.419998,88.11348,9355400
6/18/14,102.57,102.949997,102.059998,102.730003,88.380173,9575100
6/19/14,102.610001,102.839996,101.68,102.629997,88.294136,11105600
6/20/14,103.279999,104.059998,102.940002,103.830002,89.326523,17674400
6/23/14,104.110001,104.610001,103.879997,104.379997,89.79969,8553700
6/24/14,104.18,104.470001,102.470001,102.730003,88.380173,9708400
6/25/14,102.339996,102.620003,101.529999,102.139999,87.872597,10714800
6/26/14,101.940002,102.379997,100.849998,102.029999,87.777946,8424200
6/27/14,101.669998,101.790001,100.660004,101.209999,87.072495,15147400
6/30/14,101.209999,101.269997,100.519997,100.68,86.616524,9454800
7/01/14,101.150002,101.589996,100.790001,101.360001,87.20153,8399600
7/02/14,101.150002,101.639999,101.040001,101.57,87.38221,6954400
7/03/14,101.949997,103.269997,101.68,102.589996,88.25972,6922600
7/07/14,102.330002,102.650002,102.019997,102.650002,88.311356,7979600
7/08/14,102.330002,103.230003,102.169998,102.830002,88.466187,9613600
7/09/14,102.959999,103.690002,102.809998,103.550003,89.085648,7655300
7/10/14,102.879997,103.07,102.040001,102.57,88.242523,8533700
7/11/14,102.400002,102.5,101.32,101.739998,87.52845,7680800
7/14/14,102.169998,103.080002,102.160004,102.68,88.337151,8253100
7/15/14,102.529999,102.599998,101.739998,102.389999,88.087669,8755800
7/16/14,102.559998,103.790001,102.540001,103.769997,89.274895,8870200
7/17/14,103.379997,103.889999,102.290001,102.309998,88.018829,8145700
7/18/14,102.690002,102.959999,101.860001,102.730003,88.380173,8208300
7/21/14,102.360001,103.190002,102.059998,103.080002,88.681274,6632400
7/22/14,103.639999,104.190002,103.5,103.540001,89.077026,7426300
7/23/14,103.639999,104.449997,103.529999,104.25,89.687859,7007200
7/24/14,104.419998,104.720001,103.949997,104.279999,89.713661,7943000
7/25/14,103.93,103.989998,102.959999,103.18,88.767319,7775500
7/28/14,103.290001,104.519997,102.830002,104.370003,89.7911,9197800
7/29/14,104.209999,104.760002,103.519997,103.550003,89.085648,8055400
7/30/14,103.730003,104.150002,102.57,103.25,88.827522,11072100
7/31/14,101.980003,101.980003,98.93,98.940002,85.119576,18291800
8/01/14,98.620003,99.550003,98.18,98.800003,84.999146,14915000
8/04/14,98.739998,100.43,98.309998,100.129997,86.143341,12148200
8/05/14,99.480003,99.540001,97.779999,98.199997,84.482941,13069400
8/06/14,98.199997,99.650002,98.199997,98.980003,85.153992,9911300
8/07/14,99.769997,99.839996,97.629997,98.269997,84.543159,10017100
8/08/14,98.809998,99.790001,98.32,99.739998,85.807838,11199300
8/11/14,99.279999,99.419998,98.540001,98.730003,85.530624,8589600
8/12/14,98.209999,98.690002,97.82,98.489998,85.322701,9583700
8/13/14,98.82,99.309998,98.480003,99.089996,85.842484,7645800
8/14/14,99.099998,99.279999,98.599998,99.089996,85.842484,6547300
8/15/14,99.239998,99.43,98.139999,99.029999,85.790504,9226900
8/18/14,99.279999,99.529999,99.099998,99.519997,86.215004,7135400
8/19/14,99.5,99.949997,99.43,99.489998,86.189011,8888100
8/20/14,99.550003,99.900002,99.040001,99.699997,86.370934,6751800
8/21/14,99.800003,100.07,99.260002,99.279999,86.007088,6826200
8/22/14,98.889999,98.980003,98.080002,98.5,85.33136,8095000
8/25/14,98.809998,98.900002,98.5,98.75,85.547943,7569800
8/26/14,99.120003,100.309998,99.019997,99.639999,86.318954,8536500
8/27/14,99.779999,99.959999,99.089996,99.529999,86.223656,5848700
8/28/14,99.040001,99.739998,99.010002,99.57,86.258316,6072700
8/29/14,99.379997,99.669998,98.720001,99.459999,86.16301,8873700
9/02/14,99.43,99.589996,97.809998,98.489998,85.322701,8957100
9/03/14,98.860001,99.589996,98.860001,99.110001,85.859802,8475100
9/04/14,99,99.449997,97.970001,98.360001,85.210075,9662900
9/05/14,98.739998,99.300003,98.110001,99.260002,85.989761,9476900
9/08/14,98.919998,98.919998,97.449997,97.769997,84.698952,10080100
9/09/14,97.690002,98.029999,96.959999,97.389999,84.369759,9756400
9/10/14,97.360001,97.529999,95.830002,96.809998,83.867302,12113700
9/11/14,96.32,97.120003,95.82,97.029999,84.057884,10181100
9/12/14,96.529999,96.589996,95.629997,95.779999,82.975006,10257500
9/15/14,95.730003,96.400002,95.400002,96.290001,83.416809,10689400
9/16/14,96.230003,98.050003,96.019997,97.43,84.404419,11574100
9/17/14,97.910004,97.93,96.800003,97.080002,84.101204,8774200
9/18/14,97.150002,97.32,96.480003,96.610001,83.694054,8636600
9/19/14,97.080002,97.559998,96.870003,97.120003,84.135872,18178100
9/22/14,96.900002,97,96.269997,96.540001,83.633408,8816900
9/23/14,96.279999,97.160004,96.029999,96.029999,83.191582,10300700
9/24/14,95.870003,96.25,94.839996,95.82,83.009644,12200000
9/25/14,95.660004,95.889999,94.199997,94.25,81.649544,12854200
9/26/14,94.330002,95.760002,93.800003,95.43,82.671791,11256800
9/29/14,94.709999,94.779999,93.800003,94.43,81.805489,14015000
9/30/14,94.110001,94.809998,93.620003,94.050003,81.47628,15576500
10/01/14,94.110001,94.540001,92.720001,92.860001,80.445389,14028600
10/02/14,92.389999,93.900002,92.059998,93.300003,80.826561,13756500
10/03/14,93.599998,94.110001,92.580002,93.919998,81.363663,11563000
10/06/14,94.010002,95.330002,93.910004,94.519997,81.883453,10595400
10/07/14,94.269997,95.190002,93.330002,93.370003,80.887199,10787900
10/08/14,93.419998,94.830002,92.419998,94.610001,81.961433,15583700
10/09/14,94.050003,94.489998,91.629997,91.82,79.544411,17915600
10/10/14,92.440002,93.269997,90.900002,91.599998,79.353828,18173100
10/13/14,91.32,92.529999,90.760002,90.839996,78.695457,14451100
10/14/14,91.489998,92.230003,90.059998,90.550003,78.444206,23120500
10/15/14,89,90.610001,86.910004,90.220001,78.158333,24703500
10/16/14,88.580002,91.269997,88.18,90.599998,78.487534,25212600
10/17/14,91.129997,92.25,90.5,91.209999,79.015968,18189200
10/20/14,90.629997,91.889999,90.629997,91.769997,79.501099,10821700
10/21/14,92.860001,94.029999,92.360001,93.650002,81.129761,15757000
10/22/14,93.959999,94.589996,92.980003,93.129997,80.679283,12733600
10/23/14,94.309998,94.980003,93.870003,94.110001,81.528282,11345100
10/24/14,94.190002,94.529999,93.220001,94.489998,81.857475,9734100
10/27/14,93.849998,93.849998,92.769997,93.709999,81.181755,11387700
10/28/14,94.440002,95.199997,93.93,95.099998,82.385925,12564100
10/29/14,95.419998,95.980003,93.620003,94.589996,81.944099,12409100
10/30/14,93.870003,94.669998,93.220001,94.449997,81.822823,9767900
10/31/14,94.989998,96.889999,94.309998,96.709999,83.780685,17493700
11/03/14,96.559998,97.099998,94.800003,95.260002,82.524529,13410000
11/04/14,94.5,94.889999,93.889999,94.519997,81.883453,13498500
11/05/14,95.360001,95.769997,94.650002,95.07,82.359932,12480000
11/06/14,95.18,96.419998,94.279999,96.260002,83.390823,14731400
11/07/14,95.800003,97.160004,95.720001,96.589996,84.280838,13233500
11/10/14,96.870003,97.099998,96.07,96.279999,84.010353,9087600
11/11/14,95.779999,96.510002,95.610001,96.410004,84.12381,7990000
11/12/14,95.900002,96.400002,95.110001,95.379997,83.22506,11592800
11/13/14,94.959999,95.209999,93.830002,94.660004,82.596794,12355400
11/14/14,94.870003,95.110001,94.650002,95.089996,82.971992,9352500
11/17/14,94.849998,95.139999,94.190002,95.110001,82.989441,8704400
11/18/14,95.080002,95.75,94.529999,94.870003,82.780037,9263200
11/19/14,95.080002,95.739998,94.129997,95.610001,83.425743,8333200
11/20/14,95.370003,95.900002,95.260002,95.82,83.608978,8422400
11/21/14,97.199997,97.199997,96.099998,96.809998,84.472809,12374900
11/24/14,96.339996,96.800003,95.25,95.720001,83.521706,10172400
11/25/14,96.010002,96.029999,94.370003,94.779999,82.701508,13747400
11/26/14,94.639999,95.129997,94.360001,94.480003,82.439743,9822100
11/28/14,91.5,91.849998,90.110001,90.540001,79.001846,19556700
12/01/14,90.360001,92.870003,90.279999,92.349998,80.581184,27584200
12/02/14,92.32,94.669998,92.010002,94.190002,82.186691,20885300
12/03/14,94.669998,95.330002,94,94.949997,82.849846,16220400
12/04/14,94.129997,94.610001,93.07,94.370003,82.34375,12868600
12/05/14,93.949997,94.589996,93.349998,93.82,81.863846,11831900
12/08/14,92.900002,93.129997,91.370003,91.699997,80.013992,15735900
12/09/14,91.230003,92.059998,90.760002,91.379997,79.734795,15883800
12/10/14,90.720001,90.730003,88.199997,88.669998,77.37014,22279400
12/11/14,88.860001,91.540001,88.849998,89.199997,77.832596,21522200
12/12/14,88.709999,89,86.599998,86.599998,75.563942,24568300
12/15/14,87.529999,88.599998,86.5,86.900002,75.825722,21373600
12/16/14,86.379997,89.199997,86.190002,86.410004,75.398155,26372400
12/17/14,87.239998,89.900002,87.150002,89.019997,77.675545,23323000
12/18/14,90.370003,91.160004,88.400002,91.160004,79.542816,22882700
12/19/14,90.209999,93.639999,89.610001,93.639999,81.706795,38469000
12/22/14,92.959999,93.669998,92.449997,93.330002,81.436279,17871800
